full_fip,year,jurisid,basename,state_name,region,juristype,total_population,resp_1994,enterord_1994,codedate_1994,survey1,survey2_1994,survey3_1994,Jurisdiction,aftjur,title_1994,titlcode_1994,respdate_1994,plan_1994,zoneord_1994,maxdens_1994,maxchg_1994,maxland_1994,othhdlnd_1994,tothdlnd_1994,undevlnd_1994,rzvote_1994,surrjur_1994,anxvote_1994,anxvtyr_1994,anxpol_1994,ugb_1994,ugbyear_1994,pacecont_1994,pctcont_1994,pctcnyr_1994,bpcont_1994,bpcntyr_1994,morat_1994,moratst_1994,moratend_1994,moratind_1994,moratst_A_1994,moratend_A_1994,pmorind_1994,pmorst_1994,pmorend_1994,pmorsm_1994,pmorlg_1994,capst_1994,capend_1994,pmorst_A_1994,pmorend_A_1994,othpvtah_1994,nonproft,hsgauth_1994,purchase_1994,othr1_1994,othr2_1994,county_1994,pastgc_1994,apfo_1994,apfsch_1994,apftrans_1994,apfps_1994,apfwater_1994,apfpark_1994,apfoth_1994,pvtah_1994,densbon_1994,inclpct_1994,inlieu_1994,fasttrak,feewaiv_1994,gcahexmp_1994,apfo_flag,iz_1994,popbin,jurisbin
"2612570040",1994,"2670040","Royal Oak","MI","Midwest","city",65410,1,75,15 Apr 94,671,,,"Royal Oak","","",,07 Apr 94,1,1,4,1,5,"13","18","20",0,1,1,.n,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,1,,.n,,.s,.n,,0,.s,3,1
"2612574900",1994,"2674900","Southfield","MI","Midwest","city",75728,1,442,07 May 94,672,,,"Southfield","","",1,12 Apr 94,1,1,4,1,25,"40","65","1500",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,3,1
"2612580700",1994,"2680700","Troy","MI","Midwest","city",72884,1,443,07 May 94,673,,,"Troy","","",1,14 Apr 94,1,1,3,1,,"15",".s","2500",0,2,1,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,3,1
"2612584240",1994,"2684240","Waterford charter","MI","Midwest","township",66692,1,734,15 May 94,674,,,"Waterford"," Township","",1,17 Apr 94,1,1,3,2,4,"280","284","3600",0,3,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,3,2
"2612585480",1994,"2685480","West Bloomfield charter","MI","Midwest","township",54516,1,444,07 May 94,675,,,"West Bloomfield"," Township","",1,11 Apr 94,1,1,1,2,45,"0","0","1900",0,3,0,.s,4,0,.n,0,.n,.n,.n,.n,1,"1991",".n",1,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,.n,.n,0,.n,.n,.n,.n,,1,1,0,3,2
"2612586860",1994,"2686860","White Lake charter","MI","Midwest","township",22608,1,76,15 Apr 94,676,,,"White Lake"," Township","",,07 Apr 94,1,1,1,.s,,".s",".s",".s",0,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,2,2,.n,.n,1,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,2
"2614765820",1994,"2665820","Port Huron","MI","Midwest","city",33694,1,1026,24 May 94,677,,,"Port Huron","","",1,13 Mar 94,0,1,4,1,60,"20","80","150",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,.s,.s,.n,.s,.s,,,1,.s,2,1
"2616103000",1994,"2603000","Ann Arbor","MI","Midwest","city",109592,1,1040,11 Jun 94,679,1859,,"Ann Arbor","","",1,17 Apr 94,1,1,4,1,1,"7","8",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,1,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,1,0,4,1
"2616164560",1994,"2664560","Pittsfield","MI","Midwest","township",17668,1,735,15 May 94,680,,,"Pittsfield"," Township","",5,19 Apr 94,1,1,2,1,145,"0","145","11520",0,1,.s,.n,.n,1,1988,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,2
"2616189160",1994,"2689160","Ypsilanti","MI","Midwest","township",45307,1,446,07 May 94,682,,,"Ypsilanti"," Township","",1,07 Apr 94,1,1,2,1,466,"0","466","4318",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"2616301380",1994,"2601380","Allen Park","MI","Midwest","city",31092,1,585,08 May 94,683,,,"Allen Park","","",10,10 Apr 94,.s,1,3,1,0,"0","0","250",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"2616311220",1994,"2611220","Brownstown charter","MI","Midwest","township",18811,1,330,03 May 94,1210,,,"Brownstown"," Township","",1,10 Apr 94,1,1,2,1,4000,"0","4000","8000",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,2
"2616313120",1994,"2613120","Canton charter","MI","Midwest","township",57040,1,77,15 Apr 94,684,,,"Canton"," Township","",1,07 Apr 94,1,1,2,1,50,"0","50","8362",0,3,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,3,2
"2616322000",1994,"2622000","Detroit","MI","Midwest","city",1027974,1,447,07 May 94,687,,,"Detroit","","",2,10 Apr 94,1,1,.s,.s,,".s",".s",".s",,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,1,".n","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,.s,1,,1,.s,5,1
"2616324740",1994,"2624740","Ecorse","MI","Midwest","city",12180,1,215,02 May 94,1533,,,"Ecorse","","",4,10 Apr 94,1,1,3,1,5,"10","15","25",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,1
"2616331420",1994,"2631420","Garden City","MI","Midwest","city",31846,1,280,03 May 94,688,,,"Garden City","","",5,07 Apr 94,1,1,3,1,375,"0","375","50",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"2616335520",1994,"2635520","Grosse Pointe Farms","MI","Midwest","town",10092,1,173,02 May 94,689,,,"Grosse Pointe Farms","","",,07 Apr 94,0,1,1,1,2,"0","0","0",1,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"2616335540",1994,"2635540","Grosse Pointe Park","MI","Midwest","city",12857,1,448,07 May 94,690,,,"Grosse Pointe Park","","",5,14 Apr 94,1,1,2,1,1,"1","2","5",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"2616335580",1994,"2635580","Grosse Pointe Woods","MI","Midwest","city",17715,1,78,15 Apr 94,691,,,"Grosse Pointe Woods","","",5,07 Apr 94,1,1,2,1,0,"3","3","3",0,.s,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"2616336700",1994,"2636700","Harper Woods","MI","Midwest","city",14903,1,174,02 May 94,693,,,"Harper Woods","","",1,07 Apr 94,1,1,2,1,1,"0","1","1",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"2616338180",1994,"2638180","Highland Park","MI","Midwest","city",20121,1,850,17 May 94,694,1544,,"Highland Park","","",,26 Apr 94,1,1,4,2,28,"20","48","50",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,1,,2,0,.s,,,0,1,2,1
"2616340040",1994,"2640040","Huron charter","MI","Midwest","township",10447,1,1108,11 Jun 94,1211,2088,,"Huron"," Township","",1,03 May 94,1,1,1,1,223,"0","0","10000",0,3,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"2616340680",1994,"2640680","Inkster","MI","Midwest","city",30772,1,657,14 May 94,695,,,"Inkster","","",1,19 Apr 94,1,1,1,1,250,"189","189","439",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,.n,.n,".n","",0,0,2,.n,1,1,1,1,.n,1,,.n,0,.s,.n,,1,1,2,1
"2616347800",1994,"2647800","Lincoln Park","MI","Midwest","city",41832,1,1173,11 Jun 94,696,1863,,"Lincoln Park","","",1,30 May 94,1,1,2,1,4,"5","9","19",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,1,,,1,0,2,1
"2616349000",1994,"2649000","Livonia","MI","Midwest","city",100850,1,449,07 May 94,697,,,"Livonia","","",1,10 Apr 94,1,1,4,1,22,"0","22",".s",0,2,1,1950,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,.n,1,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,4,1
"2616352940",1994,"2652940","Melvindale","MI","Midwest","city",11216,1,985,24 May 94,698,1864,,"Melvindale","","",5,01 May 94,1,1,4,1,0,"0","0","100",0,1,.s,.n,.n,.s,.s,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,1
"2616359000",1994,"2659000","Northville","MI","Midwest","township",17313,1,986,24 May 94,699,1865,,"Northville"," Township","",1,01 May 94,1,1,2,1,100,"0","100","3600",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,1,".n",".n",,.n,.n,,1993,1997,1,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,1,1,0,1,2
"2616365080",1994,"2665080","Plymouth charter","MI","Midwest","township",23648,1,175,02 May 94,700,,,"Plymouth"," Township","",4,10 Apr 94,1,1,2,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.s,.s,.s,.s,".n",.s,.s,.s,".s","",0,,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,2
"2616368760",1994,"2668760","River Rouge","MI","Midwest","city",11314,1,736,15 May 94,702,,,"River Rouge","","",5,20 Apr 94,0,1,3,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,1,,.n,,.s,,,1,.s,1,1
"2616368880",1994,"2668880","Riverview","MI","Midwest","city",13894,1,586,08 May 94,703,,,"Riverview","","",1,07 Apr 94,1,1,3,1,14,"6","20","210",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"2616369420",1994,"2669420","Romulus","MI","Midwest","city",22897,1,737,15 May 94,704,,,"Romulus","","",5,17 Apr 94,1,1,4,1,,".s",".s",".s",0,1,.s,.n,.n,1,,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,1,1,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"2616374960",1994,"2674960","Southgate","MI","Midwest","city",30771,1,450,07 May 94,705,,,"Southgate","","",5,10 Apr 94,1,1,2,1,71,"0","71","300",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.s,.s,.s,".s","",0,2,0,.n,.n,.n,.n,.n,.n,1,,.n,,.s,,,0,.s,2,1
"2616377360",1994,"2677360","Sumpter","MI","Midwest","township",10891,1,331,03 May 94,1212,,,"Sumpter"," Township","",1,07 Apr 94,1,1,2,1,190,"0","190","12000",0,1,.s,.n,.n,1,1993,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,2
"2616379000",1994,"2679000","Taylor","MI","Midwest","city",70811,1,1128,11 Jun 94,706,1867,,"Taylor","","",1,04 May 94,1,1,4,1,20,"450","470","4600",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,3,1
"2616381660",1994,"2681660","Van Buren charter","MI","Midwest","township",21010,1,516,07 May 94,1213,,,"Van Buren"," Township","",,14 Apr 94,1,1,4,1,,".s",".s",".s",0,.s,.s,.s,.s,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,2
"2616386000",1994,"2686000","Westland","MI","Midwest","city",84724,1,987,24 May 94,710,1871,,"Westland","","",1,01 May 94,1,1,2,1,,".s",".s","550",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,3,1
"2616388380",1994,"2688380","Woodhaven","MI","Midwest","city",11631,1,1014,24 May 94,1534,2279,,"Woodhaven","","",3,01 May 94,1,1,2,1,20,"0","20","800",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"2700301486",1994,"2701486","Andover","MN","Midwest","city",15216,1,281,03 May 94,712,,,"Andover","","",1,07 Apr 94,1,1,2,1,30,"0","30","6165",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,1986,1988,,.n,.n,,,.n,.n,.s,.s,".n",.s,.s,.s,".s","",0,1,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"2700301720",1994,"2701720","Anoka","MN","Midwest","city",17192,1,893,20 May 94,713,1873,,"Anoka","","",,02 May 94,1,1,3,1,0,"0","0","140",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"2700306382",1994,"2706382","Blaine","MN","Midwest","city",38975,1,177,02 May 94,746,,,"Blaine","","",2,07 Apr 94,1,1,3,1,20,"0","20","3000",0,1,.s,.n,.n,1,,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,2,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"2700312700",1994,"2712700","Columbia Heights","MN","Midwest","city",18910,1,900,20 May 94,1214,2089,,"Columbia Heights","","",6,30 Apr 94,1,.s,4,1,,".s",".s","4",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,1,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,1
"2700313114",1994,"2713114","Coon Rapids","MN","Midwest","city",52978,1,930,22 May 94,715,1875,,"Coon Rapids","","",1,01 May 94,1,1,3,1,101,"0","101","1414",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,3,1
"2700353026",1994,"2753026","Ramsey","MN","Midwest","city",12408,1,79,24 Apr 94,717,,,"Ramsey","","",5,07 Apr 94,1,1,3,1,0,"0","0","13609",0,1,.s,.n,.n,1,1982,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"2701910972",1994,"2710972","Chaska","MN","Midwest","city",11339,1,282,03 May 94,719,,,"Chaska","","",1,11 Apr 94,1,1,2,1,15,"0","15",".s",0,2,0,.s,2,1,1982,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,1
"2703701900",1994,"2701900","Apple Valley","MN","Midwest","city",34598,1,658,14 May 94,721,,,"Apple Valley","","",1,17 Apr 94,1,1,4,3,89,"0","89","1854",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1986,1987,".n",1,1,.n,".n","",0,1,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"2703708794",1994,"2708794","Burnsville","MN","Midwest","city",51288,1,452,07 May 94,722,,,"Burnsville","","",1,10 Apr 94,1,1,3,2,90,"360","450","2900",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,3,1
"2703717288",1994,"2717288","Eagan","MN","Midwest","city",47409,1,955,23 May 94,724,1878,,"Eagan","","",1,17 Apr 94,1,1,.s,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"2703727530",1994,"2727530","Hastings","MN","Midwest","city",15445,1,178,02 May 94,757,,,"Hastings","","",1,10 Apr 94,1,1,3,.s,0,"0","0","942",0,3,0,.s,2,1,1971,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"2703731076",1994,"2731076","Inver Grove Heights","MN","Midwest","city",22477,1,453,07 May 94,725,,,"Inver Grove Heights","","",5,10 Apr 94,1,1,3,1,160,"0","160","400",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,2,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"2703735180",1994,"2735180","Lakeville","MN","Midwest","city",24854,1,81,24 Apr 94,726,,,"Lakeville","","",1,07 Apr 94,1,1,3,1,100,"80","180","12000",0,3,.s,,1,1,1977,0,.n,.n,.n,.n,0,".n",".n",,1991,1993,,.n,.n,,,.n,.n,.s,.s,".n",1,1,.n,".n","",0,1,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"2703761492",1994,"2761492","South St. Paul","MN","Midwest","city",20197,1,1061,11 Jun 94,1215,2090,,"South St. Paul","","",2,04 May 94,1,1,3,1,0,"20","20","100",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,1,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,1,,0,0,2,1
"2703769700",1994,"2769700","West St. Paul","MN","Midwest","city",19248,1,332,03 May 94,1216,,,"West St. Paul","","",6,10 Apr 94,1,1,3,1,,"20",".s","25",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,0,0,1,1
"2705306616",1994,"2706616","Bloomington","MN","Midwest","city",86335,1,176,02 May 94,727,,,"Bloomington","","",1,10 Apr 94,1,1,4,1,25,"30","55","70",0,1,.s,.n,.n,1,1972,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,.n,.n,.n,1,1,.n,1,,.n,,.s,.n,,1,.s,3,1
"2705310846",1994,"2710846","Champlin","MN","Midwest","city",16849,1,738,15 May 94,730,,,"Champlin","","",5,15 Apr 94,1,1,2,1,0,"0","0",".s",0,1,.s,.n,.n,1,1971,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.n,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,1,1
"2705314158",1994,"2714158","Crystal","MN","Midwest","city",23788,1,659,14 May 94,732,,,"Crystal","","",1,18 Apr 94,1,1,3,2,12,"0","12","100",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,1,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"2705318116",1994,"2718116","Eden Prairie","MN","Midwest","city",39311,1,454,07 May 94,733,,,"Eden Prairie","","",2,10 Apr 94,1,1,4,1,60,"320","380","3498",0,1,.s,.n,.n,1,1982,0,.n,.n,.n,.n,0,".n",".n",,.s,.s,,.n,.n,,,.n,.n,1988,1991,".s",1,1,1,".n","",0,1,.s,.s,.s,.s,.s,.s,.s,1,,.n,,.s,.n,,,.s,2,1
"2705318188",1994,"2718188","Edina","MN","Midwest","city",46070,1,82,24 Apr 94,734,,,"Edina","","",1,07 Apr 94,1,1,4,1,20,"0","20","100",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,1988,1990,,.n,.n,,,.n,.n,.s,.s,".s",1,.n,.n,".n","",0,1,0,.n,.n,.n,.n,.n,.n,1,1,.n,,.s,.n,,0,0,2,1
"2705324308",1994,"2724308","Golden Valley","MN","Midwest","city",20971,1,660,14 May 94,735,,,"Golden Valley","","",1,14 Apr 94,1,1,3,1,0,"0","0","200",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,.n,.n,".n","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"2705330140",1994,"2730140","Hopkins","MN","Midwest","city",16534,1,881,20 May 94,736,1882,,"Hopkins","","",1,13 Apr 94,1,1,4,1,0,"20","20","36",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",.n,1,.n,".n","",0,0,0,.n,.n,.n,.n,.n,.n,1,,.n,,.s,.n,,0,.s,1,1
"2705340166",1994,"2740166","Maple Grove","MN","Midwest","city",38736,1,83,24 Apr 94,737,,,"Maple Grove","","",,07 Apr 94,1,1,4,1,0,"0","0","10000",0,1,.s,.n,.n,1,1973,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"2705343252",1994,"2743252","Minnetonka","MN","Midwest","city",48370,1,455,07 May 94,739,,,"Minnetonka","","",1,14 Apr 94,1,1,4,1,15,"10","25","50",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".s",1,1,.n,".n","",0,0,2,.n,1,.n,.n,.n,.n,1,1,.n,,.s,.n,,1,0,2,1
