full_fip,year,jurisid,basename,state_name,region,juristype,total_population,resp_1994,enterord_1994,codedate_1994,survey1,survey2_1994,survey3_1994,Jurisdiction,aftjur,title_1994,titlcode_1994,respdate_1994,plan_1994,zoneord_1994,maxdens_1994,maxchg_1994,maxland_1994,othhdlnd_1994,tothdlnd_1994,undevlnd_1994,rzvote_1994,surrjur_1994,anxvote_1994,anxvtyr_1994,anxpol_1994,ugb_1994,ugbyear_1994,pacecont_1994,pctcont_1994,pctcnyr_1994,bpcont_1994,bpcntyr_1994,morat_1994,moratst_1994,moratend_1994,moratind_1994,moratst_A_1994,moratend_A_1994,pmorind_1994,pmorst_1994,pmorend_1994,pmorsm_1994,pmorlg_1994,capst_1994,capend_1994,pmorst_A_1994,pmorend_A_1994,othpvtah_1994,nonproft,hsgauth_1994,purchase_1994,othr1_1994,othr2_1994,county_1994,pastgc_1994,apfo_1994,apfsch_1994,apftrans_1994,apfps_1994,apfwater_1994,apfpark_1994,apfoth_1994,pvtah_1994,densbon_1994,inclpct_1994,inlieu_1994,fasttrak,feewaiv_1994,gcahexmp_1994,apfo_flag,iz_1994,popbin,jurisbin
"1703170850",1994,"1770850","South Holland","IL","Midwest","village",22105,1,537,07 May 94,1385,,,"South Holland","","",10,07 Apr 94,1,1,1,1,30,"0","0","120",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"1703173157",1994,"1773157","Streamwood","IL","Midwest","village",30987,1,979,23 May 94,436,1753,,"Streamwood","","",2,04 May 94,1,1,2,1,0,"0","0","200",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,.n,.n,".n","",0,2,2,1,.n,1,1,1,.n,0,.n,.n,.n,.n,.n,,1,0,2,1
"1703180047",1994,"1780047","Westchester","IL","Midwest","village",17301,1,323,03 May 94,1177,,,"Westchester","","",6,07 Apr 94,0,1,1,1,20,"0","0","20",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"1703180242",1994,"1780242","Western Springs","IL","Midwest","village",11984,1,324,03 May 94,1178,,,"Western Springs","","",5,10 Apr 94,1,1,2,3,0,"0","0","10",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,1,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,1,1
"1703181087",1994,"1781087","Wheeling","IL","Midwest","village",29911,1,51,15 Apr 94,438,,,"Wheeling","","",1,06 Apr 94,1,1,2,1,175,"0","175","1479",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1703182075",1994,"1782075","Wilmette","IL","Midwest","village",26690,1,52,15 Apr 94,439,,,"Wilmette","","",1,06 Apr 94,1,1,4,1,0,"1","1","9",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
"1703182530",1994,"1782530","Winnetka","IL","Midwest","village",12174,1,325,03 May 94,1179,,,"Winnetka","","",5,10 Apr 94,1,1,4,1,0,"0","0","19",0,2,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"1704303012",1994,"1703012","Aurora","IL","Midwest","city",99581,1,922,22 May 94,457,1761,,"Aurora","","",1,01 May 94,1,1,4,1,100,"0","100","35030",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",1,1,.n,".n","",0,0,2,1,1,1,.n,1,.n,0,.n,.n,.n,.n,.n,,1,0,3,1
"1704305248",1994,"1705248","Bensenville","IL","Midwest","village",17767,1,1059,11 Jun 94,1181,2078,,"Bensenville","","",,02 May 94,1,1,3,1,,".s",".s",".s",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,1,1
"1704306587",1994,"1706587","Bloomingdale","IL","Midwest","village",16614,1,717,15 May 94,442,,,"Bloomingdale","","",4,18 Apr 94,1,1,2,2,13,"0","13","13",0,2,0,.s,3,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"1704307133",1994,"1707133","Bolingbrook","IL","Midwest","village",40843,1,60,15 Apr 94,476,,,"Bolingbrook","","",1,06 Apr 94,1,1,2,1,200,"0","200","3000",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,.n,.n,.n,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1704311332",1994,"1711332","Carol Stream","IL","Midwest","village",31716,1,53,15 Apr 94,443,,,"Carol Stream","","",1,06 Apr 94,1,1,2,1,0,"0","0","650",0,2,0,.s,4,1,,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,1,.n,1,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1704318628",1994,"1718628","Darien","IL","Midwest","city",18341,1,121,24 Apr 94,1182,,,"Darien","","",5,07 Apr 94,1,1,2,.s,0,"0","0","296",0,3,0,.s,4,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,1,1
"1704320591",1994,"1720591","Downers Grove","IL","Midwest","village",46858,1,406,06 May 94,444,,,"Downers Grove","","",2,12 Apr 94,1,1,3,1,20,"20","40","350",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1704323256",1994,"1723256","Elk Grove Village","IL","Midwest","village",33429,1,399,06 May 94,406,,,"Elk Grove Village","","",1,13 Apr 94,1,1,3,1,0,"0","0","400",0,2,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,1,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1704323620",1994,"1723620","Elmhurst","IL","Midwest","city",42029,1,54,15 Apr 94,446,,,"Elmhurst","","",1,07 Apr 94,1,1,3,1,0,"0","0","10",0,1,.s,.n,.n,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,1,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1704329730",1994,"1729730","Glendale Heights","IL","Midwest","village",27973,1,407,06 May 94,448,,,"Glendale Heights","","",1,13 Apr 94,1,1,.s,.s,,".s",".s",".s",,1,.s,.n,.n,1,1985,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,2,.n,.n,.n,1,1,.n,0,.n,.n,.n,.n,,,1,0,2,1
"1704329756",1994,"1729756","Glen Ellyn","IL","Midwest","village",24944,1,863,17 May 94,447,1757,,"Glen Ellyn","","",1,07 Apr 94,1,1,3,1,20,"10","30","200",0,3,0,.s,2,0,.n,0,.n,.n,.n,.n,0,".n",".n",,.n,.n,,.n,.n,,,.n,.n,.n,.n,".n",.s,.s,.s,".s","",0,0,0,.n,.n,.n,.n,.n,.n,0,.n,.n,.n,.n,,,0,0,2,1
